#Coor		Free	+/-		Prob		+/-
1.320000	11.470269	nan	0.000000	nan
1.360000	8.712718	nan	0.000000	nan
1.400000	4.599072	nan	0.000175	nan
1.440000	0.532012	nan	0.162645	nan
1.480000	0.197848	nan	0.285233	nan
1.520000	0.000000	nan	0.397777	nan
1.560000	0.727650	nan	0.117061	nan
1.600000	1.517735	nan	0.031017	nan
1.640000	2.612590	nan	0.004924	nan
1.680000	3.546845	nan	0.001024	nan
1.720000	4.993732	nan	0.000090	nan
1.760000	5.357841	nan	0.000049	nan
1.800000	6.689792	nan	0.000005	nan
1.840000	7.866644	nan	0.000001	nan
1.880000	9.948664	nan	0.000000	nan
1.920000	13.350626	nan	0.000000	nan
1.960000	16.151506	nan	0.000000	nan
2.000000	20.232337	nan	0.000000	nan
2.040000	25.607290	nan	0.000000	nan
2.080000	30.659628	nan	0.000000	nan
2.120000	36.709841	nan	0.000000	nan
2.160000	42.068060	nan	0.000000	nan
2.200000	48.681645	nan	0.000000	nan
2.240000	53.886050	nan	0.000000	nan
2.280000	60.360365	nan	0.000000	nan
2.320000	65.433178	nan	0.000000	nan
2.360000	70.499051	nan	0.000000	nan
2.400000	75.759460	nan	0.000000	nan
2.440000	79.613706	nan	0.000000	nan
2.480000	84.533002	nan	0.000000	nan
2.520000	88.570021	nan	0.000000	nan
2.560000	91.966316	nan	0.000000	nan
2.600000	96.156425	nan	0.000000	nan
2.640000	98.987967	nan	0.000000	nan
2.680000	102.562451	nan	0.000000	nan
2.720000	105.568904	nan	0.000000	nan
2.760000	107.499430	nan	0.000000	nan
2.800000	110.263088	nan	0.000000	nan
2.840000	111.867198	nan	0.000000	nan
2.880000	114.173131	nan	0.000000	nan
2.920000	116.148717	nan	0.000000	nan
2.960000	117.148989	nan	0.000000	nan
3.000000	119.115251	nan	0.000000	nan
3.040000	120.253765	nan	0.000000	nan
3.080000	122.636422	nan	0.000000	nan
3.120000	123.862272	nan	0.000000	nan
3.160000	126.062070	nan	0.000000	nan
3.200000	128.042072	nan	0.000000	nan
3.240000	131.144979	nan	0.000000	nan
3.280000	133.620562	nan	0.000000	nan
#Window		Free	+/-	
#0	0.000000	nan
#1	-7.417706	nan
#2	-9.354257	nan
#3	-9.002693	nan
#4	-7.141301	nan
#5	-4.789059	nan
#6	-2.742056	nan
#7	0.526413	nan
#8	6.495649	nan
#9	13.896010	nan
#10	24.346752	nan
#11	36.268022	nan
#12	49.021729	nan
#13	61.688720	nan
#14	72.698321	nan
#15	82.305538	nan
#16	90.389090	nan
#17	97.391546	nan
#18	102.435815	nan
#19	106.818706	nan
#20	110.110377	nan
#21	113.836604	nan
#22	117.835091	nan
#23	123.164407	nan
